,checking_status,credit_history,credit_amount,savings,employment,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,class,Gender
498,A12,A32,1301,A61,A75,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,0.0,0
499,A13,A34,1323,A62,A75,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,0.0,0
500,A11,A32,3123,A61,A72,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,1.0,1
501,A11,A32,5493,A61,A75,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,0.0,0
502,A13,A32,1126,A62,A75,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,0.0,0
503,A12,A34,1216,A62,A72,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,1.0,0
504,A11,A32,1207,A61,A72,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1.0,1
505,A14,A32,1309,A65,A73,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,1.0,0
506,A13,A34,2360,A63,A73,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,0.0,0
507,A12,A31,6850,A62,A71,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,1.0,0
508,A14,A32,1413,A61,A73,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,0.0,0
509,A14,A32,8588,A62,A75,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,0.0,0
510,A11,A32,759,A61,A74,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1.0,0
511,A14,A32,4686,A61,A73,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0.0,0
512,A13,A32,2687,A61,A74,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,0.0,0
513,A12,A33,585,A61,A73,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,0.0,0
514,A14,A32,2255,A65,A72,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,0.0,0
515,A11,A34,609,A61,A74,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,0.0,1
516,A11,A34,1361,A61,A72,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,0.0,0
517,A14,A34,7127,A61,A72,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,1.0,1
518,A11,A32,1203,A62,A75,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,0.0,0
519,A14,A34,700,A65,A75,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,0.0,0
520,A14,A34,5507,A61,A75,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,0.0,0
521,A11,A32,3190,A61,A73,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,1.0,1
522,A11,A30,7119,A61,A73,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,1.0,0
523,A14,A32,3488,A62,A74,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,0.0,1
524,A12,A32,1113,A61,A73,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,0.0,1
525,A12,A32,7966,A61,A72,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,0.0,0
526,A14,A34,1532,A62,A73,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,0.0,1
527,A14,A34,1503,A61,A74,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,0.0,0
528,A11,A32,2302,A61,A73,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,1.0,0
529,A11,A32,662,A61,A72,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,0.0,0
530,A12,A32,2273,A61,A74,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,0.0,0
531,A12,A32,2631,A62,A73,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,1.0,1
532,A14,A33,1503,A61,A73,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,0.0,0
533,A14,A32,1311,A62,A74,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,0.0,0
534,A14,A32,3105,A65,A72,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,0.0,0
535,A13,A34,2319,A61,A72,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,1.0,0
536,A11,A32,1374,A65,A71,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,0.0,1
537,A12,A34,3612,A61,A75,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,0.0,1
538,A11,A32,7763,A61,A75,A101,4,A124,42,A141,A153,1,A174,1,A191,A201,1.0,0
539,A13,A32,3049,A61,A72,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,0.0,1
540,A12,A32,1534,A61,A72,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,1.0,0
541,A14,A33,2032,A61,A75,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,0.0,0
542,A11,A32,6350,A65,A75,A101,4,A122,31,A143,A152,1,A173,1,A191,A201,1.0,0
543,A13,A32,2864,A61,A73,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,1.0,0
544,A14,A34,1255,A61,A75,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,0.0,0
545,A11,A33,1333,A61,A71,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,1.0,0
546,A14,A34,2022,A61,A73,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,0.0,1
547,A14,A32,1552,A61,A74,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,0.0,0
548,A11,A31,626,A61,A73,A101,4,A121,24,A141,A152,1,A172,1,A191,A201,1.0,1
549,A14,A34,8858,A65,A74,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,0.0,0
550,A14,A34,996,A65,A74,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,0.0,1
551,A14,A31,1750,A63,A75,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,0.0,0
552,A11,A32,6999,A61,A74,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,1.0,0
553,A12,A34,1995,A62,A72,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,0.0,0
554,A12,A32,1199,A61,A74,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,0.0,1
555,A12,A32,1331,A61,A72,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,1.0,0
556,A12,A30,2278,A62,A72,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,1.0,1
557,A14,A30,5003,A65,A73,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,1.0,1
558,A11,A31,3552,A61,A74,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,1.0,0
559,A12,A34,1928,A61,A72,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,1.0,0
560,A11,A32,2964,A65,A75,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,0.0,0
561,A11,A31,1546,A61,A74,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,1.0,0
562,A13,A33,683,A61,A72,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,0.0,1
563,A12,A32,12389,A65,A73,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1.0,0
564,A12,A33,4712,A65,A73,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,0.0,0
565,A12,A33,1553,A62,A74,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,0.0,1
566,A11,A32,1372,A61,A74,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,1.0,0
567,A14,A34,2578,A64,A75,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,0.0,0
568,A12,A32,3979,A65,A74,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,0.0,0
569,A11,A32,6758,A61,A73,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,1.0,1
570,A11,A32,3234,A61,A72,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,1.0,1
571,A14,A34,5954,A61,A74,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,0.0,0
572,A14,A32,5433,A65,A71,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,0.0,1
573,A11,A32,806,A61,A73,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,0.0,1
574,A12,A32,1082,A61,A75,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,0.0,0
575,A14,A34,2788,A61,A74,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,0.0,1
576,A12,A32,2930,A61,A74,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,0.0,1
577,A14,A34,1927,A65,A73,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,0.0,1
578,A12,A34,2820,A61,A72,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,1.0,0
579,A14,A32,937,A61,A72,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,0.0,0
580,A12,A34,1056,A61,A75,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,1.0,0
581,A12,A34,3124,A61,A72,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,0.0,0
582,A14,A32,1388,A61,A73,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,0.0,1
583,A12,A32,2384,A61,A72,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,1.0,0
584,A14,A32,2133,A65,A75,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,0.0,1
585,A11,A32,2039,A61,A73,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,1.0,1
586,A11,A34,2799,A61,A73,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,0.0,0
587,A11,A32,1289,A61,A73,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,0.0,0
588,A11,A32,1217,A61,A73,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,1.0,0
589,A11,A34,2246,A61,A75,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,1.0,0
590,A11,A34,385,A61,A74,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,0.0,1
591,A12,A33,1965,A65,A73,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,0.0,1
592,A14,A32,1572,A64,A75,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,0.0,1
593,A12,A32,2718,A61,A73,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,1.0,1
594,A11,A31,1358,A65,A75,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,1.0,0
595,A12,A31,931,A62,A72,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,1.0,1
596,A11,A32,1442,A61,A74,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,1.0,1
597,A12,A30,4241,A61,A73,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,1.0,0
598,A14,A34,2775,A61,A74,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,1.0,0
599,A14,A33,3863,A61,A73,A101,2,A124,32,A143,A153,1,A173,1,A191,A201,0.0,0
600,A12,A32,2329,A61,A72,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,0.0,1
601,A12,A32,918,A61,A73,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,1.0,1
602,A12,A31,1837,A61,A74,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,1.0,1
603,A14,A32,3349,A61,A73,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,1.0,1
604,A13,A32,1275,A61,A72,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,0.0,1
605,A11,A31,2828,A63,A73,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,0.0,0
606,A14,A34,4526,A61,A73,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,0.0,0
607,A12,A32,2671,A62,A73,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,1.0,1
608,A14,A32,2051,A61,A72,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,0.0,0
609,A14,A32,1300,A65,A75,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,0.0,0
610,A11,A32,741,A62,A71,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,1.0,1
611,A13,A32,1240,A62,A75,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,1.0,1
612,A11,A32,3357,A64,A72,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,0.0,1
613,A11,A31,3632,A61,A73,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,0.0,1
614,A14,A33,1808,A61,A74,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,1.0,1
615,A12,A30,12204,A65,A73,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,0.0,0
616,A12,A33,9157,A65,A73,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,0.0,0
617,A11,A34,3676,A61,A73,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,0.0,0
618,A12,A32,3441,A62,A73,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,1.0,1
619,A14,A32,640,A61,A73,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,0.0,0
620,A12,A34,3652,A61,A74,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,0.0,0
621,A14,A34,1530,A61,A73,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,1.0,0
622,A14,A32,3914,A65,A73,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,1.0,0
623,A11,A32,1858,A61,A72,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,0.0,1
624,A11,A32,2600,A61,A73,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,1.0,0
625,A14,A32,1979,A65,A75,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,0.0,0
626,A13,A32,2116,A61,A73,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,0.0,0
627,A12,A31,1437,A62,A74,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,1.0,0
628,A14,A34,4042,A63,A73,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,0.0,0
629,A14,A32,3832,A65,A75,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,0.0,0
630,A11,A32,3660,A61,A73,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,0.0,1
631,A11,A31,1553,A61,A73,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,1.0,0
632,A12,A32,1444,A65,A72,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,0.0,0
633,A14,A32,1980,A61,A72,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,1.0,1
634,A12,A32,1355,A61,A72,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,1.0,1
635,A14,A32,1393,A61,A75,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,0.0,0
636,A14,A32,1376,A63,A74,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,0.0,1
637,A14,A33,15653,A61,A74,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,0.0,0
638,A14,A32,1493,A61,A72,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,0.0,1
639,A11,A33,4370,A61,A74,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,1.0,0
640,A11,A32,750,A61,A71,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,1.0,1
641,A12,A32,1308,A61,A75,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,0.0,0
642,A14,A32,4623,A62,A73,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,1.0,0
643,A14,A34,1851,A61,A74,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,0.0,0
644,A11,A34,1880,A61,A74,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,0.0,0
645,A14,A33,7980,A65,A72,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,1.0,0
646,A11,A30,4583,A61,A73,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,0.0,0
647,A14,A32,1386,A63,A73,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,1.0,1
648,A13,A32,947,A61,A74,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,1.0,0
649,A11,A32,684,A61,A73,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,1.0,0
650,A11,A32,7476,A61,A74,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,0.0,0
651,A12,A32,1922,A61,A73,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,1.0,0
652,A11,A32,2303,A61,A75,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,1.0,0
653,A12,A33,8086,A62,A75,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,1.0,0
654,A14,A34,2346,A61,A74,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,0.0,0
655,A11,A32,3973,A61,A71,A101,4,A124,22,A143,A153,1,A173,1,A191,A201,0.0,0
656,A12,A32,888,A61,A75,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,1.0,0
657,A14,A32,10222,A65,A74,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,0.0,0
658,A12,A30,4221,A61,A73,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,0.0,1
659,A12,A34,6361,A61,A75,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,0.0,0
660,A13,A32,1297,A61,A73,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,0.0,0
661,A11,A32,900,A65,A73,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,1.0,0
662,A14,A32,2241,A61,A75,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,0.0,0
663,A12,A33,1050,A61,A71,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,0.0,0
664,A13,A34,1047,A61,A73,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,0.0,1
665,A14,A34,6314,A61,A71,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,0.0,0
666,A12,A31,3496,A64,A73,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,0.0,0
667,A14,A31,3609,A61,A73,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,0.0,1
668,A11,A34,4843,A61,A75,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,1.0,0
669,A13,A34,3017,A61,A75,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,0.0,0
670,A14,A34,4139,A62,A73,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,0.0,0
671,A14,A32,5742,A62,A74,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,0.0,0
672,A14,A32,10366,A61,A75,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,0.0,0
673,A14,A34,2080,A63,A73,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,0.0,0
674,A14,A33,2580,A63,A72,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,1.0,0
675,A14,A34,4530,A61,A74,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,0.0,1
676,A14,A34,5150,A61,A75,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,0.0,0
677,A12,A32,5595,A62,A73,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1.0,0
678,A11,A32,2384,A61,A75,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,0.0,0
679,A14,A32,1453,A61,A72,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,0.0,1
680,A14,A32,1538,A61,A72,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,0.0,1
681,A14,A32,2279,A65,A73,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,0.0,0
682,A14,A33,1478,A61,A73,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,0.0,0
683,A14,A34,5103,A61,A72,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,0.0,0
684,A12,A33,9857,A62,A74,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,0.0,0
685,A14,A32,6527,A65,A73,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,0.0,0
686,A13,A34,1347,A65,A74,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,0.0,0
687,A12,A33,2862,A62,A75,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,0.0,0
688,A14,A32,2753,A62,A75,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,0.0,0
689,A11,A32,3651,A64,A73,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,0.0,0
690,A11,A34,975,A61,A73,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,0.0,0
691,A12,A32,2631,A62,A73,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,0.0,1
692,A12,A32,2896,A62,A72,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,0.0,0
693,A11,A34,4716,A65,A72,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,0.0,0
694,A14,A32,2284,A61,A74,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,0.0,0
695,A14,A32,1236,A63,A73,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,0.0,0
696,A12,A32,1103,A61,A74,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,0.0,0
697,A14,A34,926,A61,A71,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,0.0,1
698,A14,A34,1800,A61,A73,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,0.0,0
699,A13,A32,1905,A61,A75,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,0.0,0
700,A14,A32,1123,A63,A73,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,1.0,1
701,A11,A34,6331,A61,A75,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,1.0,0
702,A13,A32,1377,A62,A75,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,0.0,1
703,A12,A33,2503,A62,A75,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,0.0,0
704,A12,A32,2528,A61,A72,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,0.0,1
705,A14,A32,5324,A63,A75,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,0.0,1
706,A12,A32,6560,A62,A74,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,1.0,0
707,A12,A30,2969,A61,A72,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1.0,1
708,A12,A32,1206,A61,A75,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,0.0,1
709,A12,A32,2118,A61,A73,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,0.0,0
710,A14,A34,629,A63,A75,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,0.0,0
711,A11,A31,1198,A61,A75,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1.0,1
712,A14,A32,2476,A65,A75,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,0.0,0
713,A11,A34,1138,A61,A73,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,0.0,0
714,A12,A32,14027,A61,A74,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,1.0,0
715,A14,A34,7596,A65,A75,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,0.0,0
716,A14,A34,3077,A65,A75,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,0.0,0
717,A14,A32,1505,A61,A73,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0.0,0
718,A13,A34,3148,A65,A73,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,0.0,0
719,A12,A30,6148,A62,A75,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,0.0,0
720,A13,A30,1337,A61,A72,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,1.0,0
721,A12,A31,433,A64,A72,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,1.0,1
722,A11,A32,1228,A61,A73,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,1.0,1
723,A12,A32,790,A63,A73,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,0.0,1
724,A14,A32,2570,A61,A73,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,1.0,1
725,A14,A34,250,A64,A73,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,0.0,1
726,A14,A34,1316,A63,A73,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,0.0,0
727,A11,A32,1882,A61,A73,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,1.0,1
728,A12,A31,6416,A61,A75,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,1.0,1
729,A13,A34,1275,A64,A73,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,0.0,0
730,A12,A33,6403,A61,A72,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,0.0,0
731,A11,A32,1987,A61,A73,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,1.0,0
732,A12,A32,760,A61,A74,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,0.0,1
733,A14,A32,2603,A64,A73,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,0.0,1
734,A14,A34,3380,A61,A74,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,0.0,1
735,A12,A31,3990,A65,A72,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,0.0,1
736,A12,A32,11560,A61,A73,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,1.0,1
737,A11,A32,4380,A62,A73,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,0.0,0
738,A14,A34,6761,A61,A74,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,0.0,0
739,A12,A30,4280,A62,A73,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,1.0,1
740,A11,A31,2325,A62,A74,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,0.0,0
741,A12,A31,1048,A61,A73,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,0.0,0
742,A14,A32,3160,A65,A75,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,0.0,0
743,A11,A31,2483,A63,A73,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,0.0,0
744,A11,A34,14179,A65,A74,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,0.0,0
745,A11,A34,1797,A61,A72,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,0.0,0
746,A11,A32,2511,A61,A71,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,0.0,1
747,A11,A32,1274,A61,A72,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,1.0,1
748,A14,A32,5248,A65,A73,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,0.0,0
